overall_rank,file_sha,repositories,occurrences,representative_name,sample_location,proposed_super_skill,review_status,novel_contribution,source_diversity_note
295,b1613eb0578ae4483912bb1f227bd127fa79b577,121,167,writing-plans,0XFF-96/Perth-Agent-Con-Workshop/.pi/skills/writing-plans/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 3; near-duplicate of rank 81; cosine >= 0.994
296,6bcae94a524429d1fbdc37fb08f2bb7d58630d7c,121,156,plugin-structure,420company/artemis/skills/cco-plugin-dev-plugin-structure/SKILL.md,"agent-tooling-and-orchestration,application-engineering",manual-review,,ambiguous metadata score 1; near-duplicate lineage root; 2 top-1000 variants
297,367e405e027936ce6b5fb85ec996beb135715194,121,132,gsap-utils,47thtechcorner/RayCodes_OpenMontage/openmontage_engine/.agents/skills/gsap-utils/SKILL.md,,manual-review,,ambiguous metadata score 0
298,08abd923e840467dd7e1079561a9fa9e9099ed9d,121,131,nutrient-document-processing,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/nutrient-document-processing/SKILL.md,document-productivity,metadata-triaged,,metadata score 5; margin 4
299,8b56d81529300eac854fafe1c5a663e0dd9d142b,121,129,pytorch-patterns,Adaptive-Liquidity/aeon-lab/.kiro/skills/pytorch-patterns/SKILL.md,data-science-and-ml,reviewed-retained,reproducible device-aware training and data-pipeline validation,metadata score 4; margin 3
300,1eeb40ff48691e3d8460978faefc273e7966e93a,120,342,firebase-firestore-enterprise-native-mode,0ksn/OksnTracker/.adal/skills/firebase-firestore-enterprise-native-mode/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3; near-duplicate lineage root; 2 top-1000 variants
301,83b34c2011e9ce4810cb681abcae3ce9997ee11d,120,168,web-design-guidelines,AdityaZxxx/dotfiles/home/.config/opencode/skill/web-design-guidelines/SKILL.md,interface-design,metadata-triaged,,metadata score 4; margin 4; near-duplicate of rank 30; cosine >= 0.997
302,9aed743b9ac061f0ffa9e1f886cd004be60ce7bf,120,168,ui-ux-pro-max,050603/jijiguowang/.agent/skills/ui-ux-pro-max/SKILL.md,interface-design,metadata-triaged,,metadata score 4; margin 3; near-duplicate of rank 772; cosine >= 0.996
303,d258f8bcce5b7347e194836e6ca2d93934d1cdb1,120,141,rust-pro,25sidhx/dayo/.agents/skills/rust-pro/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 4
304,6dad6ad7a0b0913acbfe14f2090b58b358d14a68,120,134,grill-with-docs,18studio/ai_fastapi_template/.ai/skills/grill-with-docs/SKILL.md,reasoning-modes,metadata-triaged,,metadata score 4; margin 3; near-duplicate of rank 148; cosine >= 0.907
305,61abad4dfb20df158dd59a3fa2e161b8db9af5c8,120,124,writing-great-skills,0xAidan/polymarket-bot-test/.cursor/skills/writing-great-skills/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate of rank 232; cosine >= 0.999
306,c4666d6cd0b624c451ce64aa5bd4b9e1166effe6,119,228,ddd-strategic-design,AI-Safeter/antigravity-cli-plugin/plugins/ddd-strategic-design/SKILL.md,,manual-review,,ambiguous metadata score 0
307,a83ac28ff2e4925fff5232988c4b6a63f4be6822,119,217,firebase-hosting-basics,0ksn/OksnTracker/.adal/skills/firebase-hosting-basics/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 4
308,f8a438e7c1b5aa869322eff731f1d59f98efe64d,119,202,conductor-new-track,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/conductor-new-track/SKILL.md,,manual-review,,ambiguous metadata score 0
309,12fa7ef9172aebc6c1b73f23569aed672846172b,119,180,social-content,1203992808/ChatGPTCaricature/.claude/skills/social-content/SKILL.md,,manual-review,,ambiguous metadata score 0
310,040da793fd869f9bd56803715c81648a9f5f0347,119,179,spotify-player,3022667993/xianfeng/external/openclaw/skills/spotify-player/SKILL.md,connected-service-automation,reviewed-retained,account and device resolution before media state changes,metadata score 4; margin 4
311,0ee19e080dc9f0b082157080d1e65511ddc49e7e,119,174,gh-address-comments,Boboc135612/skills/skills/skills/gh-address-comments/SKILL.md,,manual-review,,ambiguous metadata score 0
312,1eb2fb296e5f0d9eb825c702aec2a705c20fabdf,119,164,hierarchical-agent-memory,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/hierarchical-agent-memory/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 4
313,7cfb5769252ac5d2ad39e0bab0c27102a7bcf96f,119,159,voice-call,3022667993/xianfeng/external/openclaw/skills/voice-call/SKILL.md,,manual-review,,ambiguous metadata score 0
314,b9e153d9b621cfd9eacf98c0c60d8c9f7c9d1fd6,118,239,odoo-ecommerce-configurator,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/odoo-ecommerce-configurator/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 1
315,5a6777257298ca991eef91818dc0b5c0e50446a8,118,186,openai-docs,AsifRiaz165/Codex/codex-rs/skills/src/assets/samples/openai-docs/SKILL.md,"agent-tooling-and-orchestration,document-productivity",manual-review,,ambiguous metadata score 1
316,7ce388026ef6f8e96cda5ec9343612b5cb13c98e,118,175,frontend-patterns,0xAlgoRhythm/TranscriptRegistry/.claude/.agents/skills/frontend-patterns/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3; near-duplicate lineage root; 4 top-1000 variants
317,42c0cbee96a39f7a13d3bcc77b34e73a4964dd2b,118,174,backend-patterns,0xAlgoRhythm/TranscriptRegistry/.claude/.agents/skills/backend-patterns/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 7; near-duplicate lineage root; 3 top-1000 variants
318,47b8f885d0da170e980294e243b0cfb707c12ead,118,149,things-mac,ANONIMO432HZ/opn-claw-v1/skills/things-mac/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
319,6604be1979df6e1c48252b608cc5cb486cc68f81,117,213,design-md,24020193/hermes_agent_test/profiles/agent_main/skills/creative/design-md/SKILL.md,,manual-review,,ambiguous metadata score 0
320,b3eba0ac177295dcf8206b0a8c0f0b48de572878,117,204,ascii-video,24020193/hermes_agent_test/profiles/agent_main/skills/creative/ascii-video/SKILL.md,,manual-review,,ambiguous metadata score 0
321,d1a173971d8baa969d80caf51ae73a5efa4c084f,117,196,competitive-ads-extractor,Activer007/ordinary-claude-skills/skills_all/competitive-ads-extractor/SKILL.md,,manual-review,,ambiguous metadata score 0
322,19d958cdb5f83d14e4021fac942c1bcf8395c042,117,181,stitch-design-taste,Alvaro-gonzalez05/aguslanding/.augment/skills/stitch-design-taste/SKILL.md,interface-design,metadata-triaged,,metadata score 6; margin 5; near-duplicate of rank 124; cosine >= 1.000
323,9398c31a001ed45edfeadfc2bc21639680ee40be,117,175,content-engine,0xAlgoRhythm/TranscriptRegistry/.claude/.agents/skills/content-engine/SKILL.md,,manual-review,,ambiguous metadata score 0
324,aee6c05e147616817cde5aedcdc05cee3defeede,117,143,mcp-integration,420company/artemis/skills/cco-plugin-dev-mcp-integration/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 4; near-duplicate lineage root; 2 top-1000 variants
325,1cb3bd90b29d0469d25c5df9ad72741ac1e2c4cd,117,141,skill-development,420company/artemis/skills/cco-plugin-dev-skill-development/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 4; near-duplicate lineage root; 2 top-1000 variants
326,4108aaccfe6df5bda300a84d2f8e7fc242582b54,117,126,kotlin-coroutines-flows,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/kotlin-coroutines-flows/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3
327,0eb6c2e46e0ac76c19702f356229eefbc8f80205,116,326,firebase-firestore-standard,0ksn/OksnTracker/.adal/skills/firebase-firestore-standard/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3; near-duplicate of rank 300; cosine >= 0.990
328,ca36f1907d41440f5d7dbdc6c7b5f3350524770b,116,167,bear-notes,3022667993/xianfeng/external/openclaw/skills/bear-notes/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 4
329,ddb99753c367de4be105b6cd811f56e975962b18,116,131,strategic-compact,Ahmed2020SE/dotfiles/dot_claude/skills/strategic-compact/SKILL.md,,manual-review,,ambiguous metadata score 0
330,a008205c12fab4c8ccb52226c9e529b925c5557a,116,123,codebase-onboarding,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/codebase-onboarding/SKILL.md,application-engineering,reviewed-no-new-contribution,codebase orientation is not a marketing capability and adds no new application rule,metadata score 4; margin 3
331,b16498d397a7f3f7714882bf432eae53f162ba50,115,220,bmad-edit-prd,5onyy/essential-ai-agent-skills/.cursor/skills/bmad-edit-prd/SKILL.md,,manual-review,,ambiguous metadata score 0
332,3d41eb4fa7a8a16e24161a8d12684223ac0cc42b,115,194,frontend-slides,0xAlgoRhythm/TranscriptRegistry/.claude/.agents/skills/frontend-slides/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 3; near-duplicate of rank 155; cosine >= 1.000
333,4c77a10ee338fb7bddec6f5acf3455c8f2e4465a,115,134,receiving-code-review,0XFF-96/Perth-Agent-Con-Workshop/.pi/skills/receiving-code-review/SKILL.md,software-delivery,metadata-triaged,,metadata score 5; margin 5; near-duplicate of rank 6; cosine >= 0.999
334,e6adc4b0965a308751dc6a59d1ddc517b454e297,114,215,heartmula,24020193/hermes_agent_test/profiles/agent_main/skills/media/heartmula/SKILL.md,,manual-review,,ambiguous metadata score 0
335,806eb874269ea1051e8c38825dcf810b72bc376e,114,200,songwriting-and-ai-music,51210Guy/Hermes-Agent/hermes-source/skills/creative/songwriting-and-ai-music/SKILL.md,,manual-review,,ambiguous metadata score 0
336,212c56926e1c9efab0ce0afd756ac2d1fb8f1b58,114,130,using-git-worktrees,0XFF-96/Perth-Agent-Con-Workshop/.pi/skills/using-git-worktrees/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 4; near-duplicate of rank 97; cosine >= 0.988
337,819259c562a2a6f1f98877eba52f19c1a7755b11,113,206,p5js,24020193/hermes_agent_test/profiles/agent_main/skills/creative/p5js/SKILL.md,game-development,manual-review,,ambiguous metadata score 1
338,e16ab8bc28f10807513486b01a201048fb0c8127,113,197,python-debugpy,24020193/hermes_agent_test/profiles/agent_main/skills/software-development/python-debugpy/SKILL.md,"application-engineering,software-delivery",manual-review,,ambiguous metadata score 4
339,727ce760a55569f513e300514e14be74d40d9701,113,156,oracle,ANONIMO432HZ/opn-claw-v1/skills/oracle/SKILL.md,,manual-review,,ambiguous metadata score 0
340,f44c82b60ad6437a4ae57a07bd767becf1fe574b,113,155,clawhub,ANONIMO432HZ/opn-claw-v1/skills/clawhub/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
341,58f9e6d1b4f37f52f936372ba0c65ab627fcf4e0,113,142,writing-hookify-rules,420company/artemis/skills/cco-hookify-writing-rules/SKILL.md,,manual-review,,ambiguous metadata score 0; near-duplicate lineage root; 2 top-1000 variants
342,45ccbd8d671c4c4cc3e7e0645a16a3f80ec50de7,113,131,security-best-practices,18studio/ai_fastapi_template/.ai/skills/security-best-practices/SKILL.md,systems-and-security,metadata-triaged,,metadata score 4; margin 2
343,679c577d2978d586d4ac55ae1d9eee2e2ed5dfd6,113,125,perl-security,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/perl-security/SKILL.md,systems-and-security,metadata-triaged,,metadata score 5; margin 5
344,be991103fe2b13f7e5f6f5da9d3c6029ad30ac64,113,123,context-engineering,1101hirokin/chezmoi-dotfiles/dot_claude/skills/context-engineering/SKILL.md,agent-tooling-and-orchestration,reviewed-retained,task-scoped context selection with explicit authority and freshness,metadata score 4; margin 4
345,b9393654a90811d6e1ce25163b3bd77f803c1026,113,119,obsidian-vault,0xAidan/polymarket-bot-test/.cursor/skills/obsidian-vault/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 4
346,d8e1e76c2d7047ae7ef60867bab6eb4a185c482d,112,224,developing-genkit-js,0ksn/OksnTracker/.adal/skills/developing-genkit-js/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 2
347,e82c7ccb2da312322052d90d51b02894094957d5,112,198,manim-video,51210Guy/Hermes-Agent/hermes-source/skills/creative/manim-video/SKILL.md,interface-design,manual-review,,ambiguous metadata score 1
348,181378767604a01c968c297850c1dea0a3c02ce6,112,192,odoo-migration-helper,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/odoo-migration-helper/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1
349,c8279b4bc34bd9b088f3081343e77526e9dd74e8,112,191,odoo-upgrade-advisor,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/odoo-upgrade-advisor/SKILL.md,game-development,manual-review,,ambiguous metadata score 1
350,aabe4c5db02290dcce7a556eb2aef62bd34cd4a9,112,183,temporal-golang-pro,404TradeOS-LLC/TradeOScostbook/packages/knowledge-engine/agent-skills/skills/temporal-golang-pro/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
351,70d3623988ce0e8111b30475dc11d3800b0b20cb,112,170,coding-standards,0xAlgoRhythm/TranscriptRegistry/.claude/.agents/skills/coding-standards/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 2; near-duplicate lineage root; 4 top-1000 variants
352,ef0de63f20229fb98050466941a940f0f7973667,112,159,frontend-patterns,15934110986pmq-debug/JDB-A-26/claude-config/skills/frontend-patterns/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3; near-duplicate of rank 316; cosine >= 0.991
353,55744e248d99290150d8f857d6dd8bb2a7835d32,112,157,himalaya,ANONIMO432HZ/opn-claw-v1/skills/himalaya/SKILL.md,,manual-review,,ambiguous metadata score 0
354,4471f045e9d2dcebb35a0d42d11736e7353a1d46,112,144,healthcheck,Abrahan-Eagle/clawvis-openclaw/config/openclaw-home/workspace/docs/openclaw/skills/healthcheck/SKILL.md,"software-delivery,systems-and-security",manual-review,,ambiguous metadata score 1
355,d8ca081570c1ae7cc86e15f125c2b6063000f755,112,127,subagent-driven-development,0XFF-96/Perth-Agent-Con-Workshop/.pi/skills/subagent-driven-development/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 3; margin 3
356,3bb573c9b3f47b68412e69b12ff7d9b274c7eea5,112,117,swift-actor-persistence,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/swift-actor-persistence/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 5
357,f19ff6fea558d1a98e8abb54f6e22c4489af2782,111,201,api-security-best-practices,Abhiman1206/obsidian-prism/antigravity-awesome-skills/plugins/antigravity-awesome-skills-claude/skills/api-security-best-practices/SKILL.md,application-engineering,metadata-triaged,,metadata score 5; margin 1; near-duplicate lineage root; 2 top-1000 variants
358,c9bd8588aa13ce52ebda1fbe513c2055a27ff4c9,111,199,powerpoint,51210Guy/Hermes-Agent/hermes-source/skills/productivity/powerpoint/SKILL.md,document-productivity,manual-review,,ambiguous metadata score 2; near-duplicate of rank 9; cosine >= 0.996
359,62caaf8599c35a045dea43762d625c675051add0,111,190,odoo-automated-tests,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/odoo-automated-tests/SKILL.md,,manual-review,,ambiguous metadata score 0
360,0a53d6ca54f46de3a79857fbdc6f84b988e0d692,111,168,shadcn-ui,Akkii88/Secure180/.kilocode/skills/shadcn-ui/SKILL.md,interface-design,metadata-triaged,,metadata score 8; margin 8
361,9bfe468939eed8af53bfc69d7282e807145e66d6,111,162,stitch-loop,Akkii88/Secure180/.kilocode/skills/stitch-loop/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
362,3ab48bca0137d06557ef16d8b8448ab7de84f26f,111,135,plugin-settings,420company/artemis/skills/cco-plugin-dev-plugin-settings/SKILL.md,document-productivity,manual-review,,ambiguous metadata score 2; near-duplicate lineage root; 2 top-1000 variants
363,7ae77c274e1f7618b9c64c2e0de386194c204680,111,122,,Ahmed2020SE/dotfiles/dot_claude/skills/skill-stocktake/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
364,98639432f4112b664aa5e53cf5d8ea1a4697eff9,111,121,gsap-core,47thtechcorner/RayCodes_OpenMontage/openmontage_engine/.agents/skills/gsap-core/SKILL.md,application-engineering,metadata-triaged,,metadata score 3; margin 2
365,ea4b4a57c01e1007a6017febd4b468e1f6888b14,111,118,skill-comply,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/skill-comply/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
366,4b7e204184f2119378d4d07dec484028dd308ade,110,175,openspec-propose,16603935232/skill-demo/.codebuddy/skills/openspec-propose/SKILL.md,software-delivery,metadata-triaged,,metadata score 3; margin 3; near-duplicate of rank 176; cosine >= 1.000
367,1c9de1c8958bae00bf132dbbfbe17129c27186d5,110,174,invoice-organizer,Alvindean/soniq/.agents/skills/invoice-organizer/SKILL.md,,manual-review,,ambiguous metadata score 0
368,b0c99837099365ab1f9b0107d2b4666319949585,110,162,mcporter,ANONIMO432HZ/opn-claw-v1/skills/mcporter/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
369,c1a9b8df0a99982a18fd102f401ef83f6af6c685,110,159,wacli,ANONIMO432HZ/opn-claw-v1/skills/wacli/SKILL.md,,manual-review,,ambiguous metadata score 0
370,af2299a24c8f98e2fec64d46912068b032b31214,110,130,accessibility,0xElyte/CreativeFlow/creative-flow/.agents/skills/accessibility/SKILL.md,,manual-review,,ambiguous metadata score 0
371,05792acf5b0ea7fd30042cdc5e91282e8e047898,110,120,gsap-performance,47thtechcorner/RayCodes_OpenMontage/openmontage_engine/.agents/skills/gsap-performance/SKILL.md,interface-design,manual-review,,ambiguous metadata score 1
372,b1904f83ab48736ca05bba679a0d19eaef1de00e,110,117,dmux-workflows,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/dmux-workflows/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 2
373,d356676cac3c28c5edabf1f82de1a07820892db1,109,214,odoo-orm-expert,ASoudy/AGS/AGAS/plugins/antigravity-awesome-skills-claude/skills/odoo-orm-expert/SKILL.md,,manual-review,,ambiguous metadata score 0
374,70ab36eba2480f5209df746d1c31a2f27730d681,109,197,arxiv,51210Guy/Hermes-Agent/hermes-source/skills/research/arxiv/SKILL.md,,manual-review,,ambiguous metadata score 0
375,4397c7f8b77fa087dec724900e5bd903d1ea0611,109,183,design-system,10srav/skills-mega-bundle/skills/ckm-design-system/SKILL.md,interface-design,metadata-triaged,,metadata score 5; margin 4; near-duplicate of rank 69; cosine >= 1.000
376,cc33371187a1dd50f278758429d05d83d15b9c06,109,183,backend-architect,5onyy/essential-ai-agent-skills/.cursor/skills/backend-architect/SKILL.md,application-engineering,metadata-triaged,,metadata score 6; margin 6
377,ac75eedde7ad999488211738e056aff9217f806a,109,178,Skill Development,1Keria/Agentic-kv-cache-management/Agent/claude-code-repo/plugins/plugin-dev/skills/skill-development/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 4; near-duplicate of rank 325; cosine >= 1.000
378,5b23873fb55490b805abbf4ae94817a53ed7580f,109,175,marketing-psychology,419vive/kunjia-autos-ai-chatbot/.claude/skills/marketing-psychology/SKILL.md,marketing-and-growth,reviewed-retained,"behavioral principles bounded by evidence, trust, and user welfare",metadata score 4; margin 4; near-duplicate lineage root; 2 top-1000 variants
379,8e91c64c16fb26d6fdc016415b0f4b1701d14988,109,163,gifgrep,AbhiGomra/claw/openclaw-main/openclaw-main/skills/gifgrep/SKILL.md,,manual-review,,ambiguous metadata score 0
380,9b5eb6fea627859f4b842942ac10ef774bb900f9,109,125,skill-creator,0xclaw-ai/0xClaw/0xclaw/runtime/skills/skill-creator/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 3; margin 3; near-duplicate of rank 695; cosine >= 0.972
381,3a4233a019b555500737ac6beec343bff2749c04,109,115,videodb,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/videodb/SKILL.md,"document-productivity,interface-design",manual-review,,ambiguous metadata score 1
382,19b63c491f8b77605231fccb3b1f7a3ce7a7d882,109,111,typer,0xpasive/epasal-ai-public/env/Lib/site-packages/typer/.agents/skills/typer/SKILL.md,software-delivery,manual-review,,ambiguous metadata score 1
383,c14d0a1bd94af2c87379a58dc61ae78e4196bf22,108,199,odoo-security-rules,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/odoo-security-rules/SKILL.md,systems-and-security,metadata-triaged,,metadata score 4; margin 4
384,9295b15e0fcbf20ef88add7b65003fb63fafd699,108,198,ocr-and-documents,24020193/hermes_agent_test/profiles/agent_main/skills/productivity/ocr-and-documents/SKILL.md,document-productivity,metadata-triaged,,metadata score 4; margin 4
385,c1ad772e41fb44abd1bf8b641ca5c6826a47b6fe,108,193,supabase-postgres-best-practices,AbelV22/project-foundation/.claude/skills/supabase/postgres-best-practices/SKILL.md,application-engineering,metadata-triaged,,metadata score 8; margin 8
386,4054982cd292c7fe6d01170c2372e986a427d776,108,174,design-taste-frontend-v1,BernardoBrugg/NEO-Skills-Set/EXPO_REACT_NATIVE/.agents/skills/taste-skill-v1/SKILL.md,interface-design,metadata-triaged,,metadata score 3; margin 3; near-duplicate of rank 77; cosine >= 0.999
387,90c0a6df69a24c62eccc1c89f497935240c55dbc,108,157,tdd-workflow,0xAlgoRhythm/TranscriptRegistry/.claude/.agents/skills/tdd-workflow/SKILL.md,software-delivery,metadata-triaged,,metadata score 5; margin 5; near-duplicate of rank 236; cosine >= 0.988
388,5c8814b0058d36347fb6cfa5333b6092fe27b874,108,118,intelligent-routing,25sidhx/dayo/.agents/skills/intelligent-routing/SKILL.md,agent-tooling-and-orchestration,manual-review,,ambiguous metadata score 1
389,5b36a7b4594d737c07809d732cc12efe4c302a5b,108,114,security-and-hardening,1101hirokin/chezmoi-dotfiles/dot_claude/skills/security-and-hardening/SKILL.md,systems-and-security,metadata-triaged,,metadata score 4; margin 2; near-duplicate lineage root; 2 top-1000 variants
390,059d5b2c4d19036e9d7bcbf652d611be87679815,107,191,nextjs-best-practices,12valor/LLM-SKills/nextjs-best-practices/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 4
391,156114ffd36503c783bbaa483070f6dc9104332e,107,153,songsee,ANONIMO432HZ/opn-claw-v1/skills/songsee/SKILL.md,,manual-review,,ambiguous metadata score 0
392,467955f842e4e865cbe477e13ffd438f96711845,107,152,copy-editing,1203992808/ChatGPTCaricature/.claude/skills/copy-editing/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 1
393,381a5ca0b378c7d50541f84464ae87e56a2b3ec2,107,146,docker-expert,Aceryoung/familyproject/antigravity-awesome-skills-main/skills/docker-expert/SKILL.md,application-engineering,metadata-triaged,,metadata score 4; margin 3
394,ea5a2c5844f616fbcc71faee26863e3616c932dd,107,127,agent-introspection-debugging,15934110986pmq-debug/JDB-A-26/claude-config/skills/agent-introspection-debugging/SKILL.md,"agent-tooling-and-orchestration,software-delivery",manual-review,,ambiguous metadata score 4
395,e256d2e92412992d3fee329c6a72af80f98433db,107,116,hookify-rules,503496348-ops/mischief-production/skills/ecc-hookify-rules/SKILL.md,,manual-review,,ambiguous metadata score 0
396,2f9529dbb3c7bc0b04051ea3257db74f60b0c66e,107,115,flutter-dart-code-review,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/flutter-dart-code-review/SKILL.md,software-delivery,metadata-triaged,,metadata score 4; margin 3
397,e0909baf66177c9d0c275a30082847c6c3c95546,106,270,supabase,420company/artemis/skills/cco-supabase-supabase/SKILL.md,application-engineering,metadata-triaged,,metadata score 7; margin 6; near-duplicate lineage root; 2 top-1000 variants
398,6dd17694b12bc1cad2a4c064432a1f0c741b5cf2,106,191,weights-and-biases,24020193/hermes_agent_test/profiles/agent_main/skills/mlops/evaluation/weights-and-biases/SKILL.md,,manual-review,,ambiguous metadata score 0
399,6e49585acd429a116c475ba9ea432ceceb916d88,106,188,sketch,AlvaroBiano/hermes-agent/skills/creative/sketch/SKILL.md,,manual-review,,ambiguous metadata score 0
400,80d72fe4279eb05d50322a54e64a1a3646823874,106,183,remotion-best-practices,Abhi150904/ai-assisted-code-editor/vibecode-starters/bolt-remotion/.claude/skills/remotion-best-practices/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1; near-duplicate of rank 213; cosine >= 0.993
401,b69446a305ef4e59f844668d6706fc0b74ab183c,106,179,odoo-qweb-templates,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/odoo-qweb-templates/SKILL.md,document-productivity,manual-review,,ambiguous metadata score 1
402,3335d102bdb137a8b030991648f18e9845190f34,106,167,developer-growth-analysis,Activer007/ordinary-claude-skills/skills_all/developer-growth-analysis/SKILL.md,,manual-review,,ambiguous metadata score 0
403,35403243bf57e1b1ae3c9405de3cbb08522ce8b8,106,152,security-review,0xAlgoRhythm/TranscriptRegistry/.claude/.agents/skills/security-review/SKILL.md,systems-and-security,metadata-triaged,,metadata score 4; margin 2; near-duplicate lineage root; 3 top-1000 variants
404,9cf4083a6dcdb582346537449f9d8b6fb24ed288,106,146,competitor-alternatives,1203992808/ChatGPTCaricature/.claude/skills/competitor-alternatives/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 2; near-duplicate lineage root; 2 top-1000 variants
405,f685d40de50654e2fb34bc05b18cc793dd99aeba,106,140,email-sequence,1203992808/ChatGPTCaricature/.claude/skills/email-sequence/SKILL.md,marketing-and-growth,manual-review,,ambiguous metadata score 1
406,39d1e481762720ece6562195942ba50c6b01aed0,106,128,shadcn,0xManusdev/lichat/.agents/skills/shadcn/SKILL.md,interface-design,metadata-triaged,,metadata score 5; margin 4; near-duplicate of rank 246; cosine >= 0.998
407,91742cedece4dadc8f8c54037dd7c85c35906b3b,106,127,threejs-animation,1950196171/water-scene/.codex/skills/threejs-animation/SKILL.md,interface-design,metadata-triaged,,metadata score 4; margin 4
408,3241968c0b2b6f5b4861873ab048951d72a6192a,106,117,prompt-optimizer,AlexandreBanhos/faceglow-project/customize/skills/everything-claude-code/skills/prompt-optimizer/SKILL.md,"agent-tooling-and-orchestration,software-delivery",manual-review,,ambiguous metadata score 1
409,b0d52b258929b75d408fa4292b3f078a1104f078,106,117,brainstorming,0XFF-96/Perth-Agent-Con-Workshop/.pi/skills/brainstorming/SKILL.md,reasoning-modes,metadata-triaged,,metadata score 3; margin 3; near-duplicate of rank 21; cosine >= 0.995
410,9ea674818d7d67760da73012b66596f4353a0b0b,106,115,clickhouse-io,AdmiralGallade/harness-repository/harnesses/everything-claude-code/skills/clickhouse-io/SKILL.md,application-engineering,manual-review,,ambiguous metadata score 1; near-duplicate lineage root; 2 top-1000 variants
411,3d5bcfffda9fa20a93b3680b89f36f671431bdda,105,191,odoo-performance-tuner,ARareUsername/tbats-dev/.agent/skills/agentic-awesome-skills-main/plugins/agentic-awesome-skills-claude/skills/odoo-performance-tuner/SKILL.md,"application-engineering,software-delivery",manual-review,,ambiguous metadata score 1
412,745e9ac838eee794ab9d7fee6475f58520e5eafc,105,191,touchdesigner-mcp,24020193/hermes_agent_test/profiles/agent_main/skills/creative/touchdesigner-mcp/SKILL.md,agent-tooling-and-orchestration,metadata-triaged,,metadata score 4; margin 3
